cohort,model,method,repeat,n,positive_rate,raw_accuracy,calibrated_accuracy,accuracy_change,raw_balanced_accuracy,calibrated_balanced_accuracy,balanced_accuracy_change,raw_sensitivity,calibrated_sensitivity,sensitivity_change,raw_specificity,calibrated_specificity,specificity_change,raw_auroc,calibrated_auroc,auroc_change,raw_auprc,calibrated_auprc,auprc_change,raw_brier,calibrated_brier,brier_improvement,raw_log_loss,calibrated_log_loss,log_loss_improvement,raw_ece_5,calibrated_ece_5,ece_5_improvement,raw_ece_10,calibrated_ece_10,ece_10_improvement
adult,knn,isotonic,2,699,0.26752504,0.95135908,0.95278970,0.00143062,0.94812730,0.94061769,-0.00750961,0.94117647,0.91443850,-0.02673797,0.95507812,0.96679688,0.01171875,0.99280373,0.99201517,-0.00078856,0.97490594,0.97865276,0.00374682,0.03118741,0.03180810,-0.00062069,0.09250392,0.09690886,-0.00440494,0.01688126,0.01043605,0.00644521,0.01688126,0.01242831,0.00445295
adult,knn,isotonic,3,699,0.26752504,0.95851216,0.95278970,-0.00572246,0.95131288,0.93552599,-0.01578689,0.93582888,0.89839572,-0.03743316,0.96679688,0.97265625,0.00585938,0.99063127,0.99002026,-0.00061100,0.97394256,0.97837781,0.00443525,0.03072961,0.02991617,0.00081345,0.14057197,0.14025917,0.00031280,0.01745351,0.00763704,0.00981646,0.01745351,0.01215579,0.00529772
adult,knn,isotonic,4,699,0.26752504,0.95851216,0.95851216,0.00000000,0.95301011,0.94282670,-0.01018341,0.94117647,0.90909091,-0.03208556,0.96484375,0.97656250,0.01171875,0.99244861,0.99358707,0.00113845,0.97161816,0.98125249,0.00963433,0.03141631,0.02986268,0.00155363,0.14097522,0.09478056,0.04619466,0.02031474,0.01562978,0.00468496,0.02031474,0.01849101,0.00182373
adult,knn,isotonic,5,699,0.26752504,0.96280401,0.95565093,-0.00715308,0.95763703,0.94087358,-0.01676345,0.94652406,0.90909091,-0.03743316,0.96875000,0.97265625,0.00390625,0.99387951,0.99038582,-0.00349369,0.97808721,0.97898173,0.00089451,0.02935622,0.02911836,0.00023786,0.08972040,0.13562654,-0.04590614,0.01630901,0.00759052,0.00871849,0.01630901,0.01415286,0.00215615
adult,knn,isotonic,6,699,0.26752504,0.95422031,0.95135908,-0.00286123,0.94498872,0.92776049,-0.01722823,0.92513369,0.87700535,-0.04812834,0.96484375,0.97851562,0.01367188,0.98912726,0.98253154,-0.00659571,0.96946384,0.96048918,-0.00897466,0.03399142,0.03302624,0.00096518,0.14886485,0.20358480,-0.05471995,0.01945637,0.00954162,0.00991475,0.01945637,0.01998260,-0.00052623
adult,knn,isotonic,7,699,0.26752504,0.95278970,0.94992847,-0.00286123,0.94740663,0.93866456,-0.00874206,0.93582888,0.91443850,-0.02139037,0.95898438,0.96289062,0.00390625,0.99319017,0.99326851,0.00007833,0.97648927,0.98145099,0.00496172,0.03090129,0.02943371,0.00146758,0.09231926,0.09101739,0.00130187,0.01831187,0.01003265,0.00827923,0.01831187,0.01374261,0.00456926
adult,knn,isotonic,8,699,0.26752504,0.95708155,0.95994278,0.00286123,0.95203355,0.95059220,-0.00144134,0.94117647,0.93048128,-0.01069519,0.96289062,0.97070312,0.00781250,0.99418763,0.99481430,0.00062667,0.97900683,0.98543860,0.00643177,0.02889843,0.02600068,0.00289775,0.08846956,0.08200936,0.00646019,0.02145923,0.01328835,0.00817088,0.02145923,0.01328835,0.00817088
adult,knn,isotonic,9,699,0.26752504,0.94706724,0.94706724,0.00000000,0.94519761,0.94350038,-0.00169723,0.94117647,0.93582888,-0.00534759,0.94921875,0.95117188,0.00195312,0.98990015,0.98946670,-0.00043345,0.97168969,0.97660382,0.00491413,0.03347639,0.03220754,0.00126886,0.14488494,0.14717642,-0.00229148,0.02145923,0.01267138,0.00878785,0.02145923,0.02065009,0.00080914
adult,knn,beta,0,699,0.26752504,0.95994278,0.95565093,-0.00429185,0.95738114,0.93408464,-0.02329650,0.95187166,0.88770053,-0.06417112,0.96289062,0.98046875,0.01757812,0.99296039,0.99112738,-0.00183301,0.97499497,0.97617772,0.00118275,0.03135908,0.03443958,-0.00308049,0.09443547,0.10899278,-0.01455731,0.01773963,0.02860065,-0.01086102,0.01773963,0.03093650,-0.01319688
adult,knn,beta,1,699,0.26752504,0.95994278,0.96137339,0.00143062,0.95398667,0.94308260,-0.01090408,0.94117647,0.90374332,-0.03743316,0.96679688,0.98242188,0.01562500,0.99258961,0.99058949,-0.00200013,0.97193534,0.97201972,0.00008437,0.03050072,0.03308370,-0.00258298,0.13991574,0.13472352,0.00519221,0.01688126,0.01827037,-0.00138911,0.01974249,0.02307103,-0.00332854
adult,knn,beta,2,699,0.26752504,0.95135908,0.95422031,0.00286123,0.94812730,0.93141085,-0.01671645,0.94117647,0.88235294,-0.05882353,0.95507812,0.98046875,0.02539062,0.99280373,0.99224494,-0.00055878,0.97490594,0.97940023,0.00449429,0.03118741,0.03081850,0.00036891,0.09250392,0.09511293,-0.00260901,0.01688126,0.01040685,0.00647441,0.01688126,0.01138010,0.00550116
adult,knn,beta,3,699,0.26752504,0.95851216,0.95422031,-0.00429185,0.95131288,0.93989702,-0.01141586,0.93582888,0.90909091,-0.02673797,0.96679688,0.97070312,0.00390625,0.99063127,0.98914815,-0.00148312,0.97394256,0.97736175,0.00341919,0.03072961,0.03047609,0.00025352,0.14057197,0.13936006,0.00121191,0.01745351,0.00400702,0.01344649,0.01745351,0.00652017,0.01093333
adult,knn,beta,4,699,0.26752504,0.95851216,0.95851216,0.00000000,0.95301011,0.94282670,-0.01018341,0.94117647,0.90909091,-0.03208556,0.96484375,0.97656250,0.01171875,0.99244861,0.99169661,-0.00075201,0.97161816,0.97459070,0.00297254,0.03141631,0.03168980,-0.00027349,0.14097522,0.10242410,0.03855112,0.02031474,0.01330632,0.00700841,0.02031474,0.01966484,0.00064990
adult,knn,beta,5,699,0.26752504,0.96280401,0.95565093,-0.00715308,0.95763703,0.94087358,-0.01676345,0.94652406,0.90909091,-0.03743316,0.96875000,0.97265625,0.00390625,0.99387951,0.99386907,-0.00001044,0.97808721,0.98348095,0.00539374,0.02935622,0.02782030,0.00153592,0.08972040,0.08754892,0.00217148,0.01630901,0.00958452,0.00672449,0.01630901,0.01392511,0.00238390
adult,knn,beta,6,699,0.26752504,0.95422031,0.95135908,-0.00286123,0.94498872,0.92776049,-0.01722823,0.92513369,0.87700535,-0.04812834,0.96484375,0.97851562,0.01367188,0.98912726,0.98601479,-0.00311247,0.96946384,0.97286022,0.00339638,0.03399142,0.03534826,-0.00135684,0.14886485,0.15615166,-0.00728681,0.01945637,0.02307869,-0.00362232,0.01945637,0.02611997,-0.00666360
adult,knn,beta,7,699,0.26752504,0.95278970,0.95135908,-0.00143062,0.94740663,0.92266878,-0.02473784,0.93582888,0.86096257,-0.07486631,0.95898438,0.98437500,0.02539062,0.99319017,0.99272017,-0.00047000,0.97648927,0.98059234,0.00410307,0.03090129,0.02935939,0.00154190,0.09231926,0.08915205,0.00316721,0.01831187,0.00442594,0.01388593,0.01831187,0.01261102,0.00570085
adult,knn,beta,8,699,0.26752504,0.95708155,0.95994278,0.00286123,0.95203355,0.94719774,-0.00483581,0.94117647,0.91978610,-0.02139037,0.96289062,0.97460938,0.01171875,0.99418763,0.99373851,-0.00044911,0.97900683,0.98247841,0.00347158,0.02889843,0.02926669,-0.00036827,0.08846956,0.08956987,-0.00110032,0.02145923,0.01019546,0.01126377,0.02145923,0.01352951,0.00792971
adult,knn,beta,9,699,0.26752504,0.94706724,0.94849785,0.00143062,0.94519761,0.93768800,-0.00750961,0.94117647,0.91443850,-0.02673797,0.94921875,0.96093750,0.01171875,0.98990015,0.98875648,-0.00114367,0.97168969,0.97683156,0.00514187,0.03347639,0.03225159,0.00122481,0.14488494,0.14520584,-0.00032090,0.02145923,0.01343287,0.00802636,0.02145923,0.01899313,0.00246610
adult,nb,platt,0,699,0.26752504,0.93848355,0.93991416,0.00143062,0.93085206,0.92503969,-0.00581237,0.91443850,0.89304813,-0.02139037,0.94726562,0.95703125,0.00976562,0.98207721,0.98222343,0.00014622,0.95656037,0.95653870,-0.00002167,0.04710832,0.04404467,0.00306365,0.16807374,0.14875433,0.01931941,0.02769973,0.00853925,0.01916048,0.03428895,0.02059299,0.01369596
adult,nb,platt,1,699,0.26752504,0.93848355,0.92989986,-0.00858369,0.93254930,0.90632311,-0.02622619,0.91978610,0.85561497,-0.06417112,0.94531250,0.95703125,0.01171875,0.98298588,0.98236965,-0.00061623,0.95896791,0.95711232,-0.00185560,0.04743924,0.04464261,0.00279663,0.16508506,0.14914615,0.01593892,0.02960681,0.00866184,0.02094497,0.03076528,0.02384030,0.00692498
adult,nb,platt,2,699,0.26752504,0.93419170,0.94134478,0.00715308,0.92792238,0.92092455,-0.00699783,0.91443850,0.87700535,-0.03743316,0.94140625,0.96484375,0.02343750,0.98270388,0.98244276,-0.00026111,0.95795862,0.95680488,-0.00115374,0.04773748,0.04498283,0.00275465,0.16606452,0.14963382,0.01643070,0.03125677,0.00564362,0.02561315,0.03222922,0.01568147,0.01654774
adult,nb,platt,3,699,0.26752504,0.93991416,0.94420601,0.00429185,0.93182863,0.92966661,-0.00216202,0.91443850,0.89839572,-0.01604278,0.94921875,0.96093750,0.01171875,0.98350810,0.98334099,-0.00016711,0.96054846,0.95976264,-0.00078583,0.04542087,0.04263147,0.00278940,0.16148984,0.14445851,0.01703132,0.02276815,0.00478839,0.01797976,0.03072853,0.01442611,0.01630242
adult,nb,platt,4,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93157274,0.91799486,-0.01357787,0.91978610,0.87700535,-0.04278075,0.94335938,0.95898438,0.01562500,0.98200409,0.98144009,-0.00056400,0.95687658,0.95481643,-0.00206015,0.04901577,0.04580561,0.00321016,0.17006486,0.15325159,0.01681327,0.03189839,0.00488800,0.02701039,0.03189839,0.01471396,0.01718443
adult,nb,platt,5,699,0.26752504,0.93705293,0.94277539,0.00572246,0.93326997,0.92529558,-0.00797439,0.92513369,0.88770053,-0.03743316,0.94140625,0.96289062,0.02148438,0.98256810,0.97987341,-0.00269469,0.95816634,0.95519319,-0.00297315,0.04612852,0.04382820,0.00230031,0.16641305,0.15635382,0.01005923,0.02900250,0.00367952,0.02532298,0.03408102,0.01840870,0.01567233
adult,nb,platt,6,699,0.26752504,0.93562232,0.94277539,0.00715308,0.93059617,0.92359835,-0.00699783,0.91978610,0.88235294,-0.03743316,0.94140625,0.96484375,0.02343750,0.98359166,0.98236965,-0.00122201,0.96020357,0.95679675,-0.00340682,0.04619989,0.04363696,0.00256294,0.16087788,0.14797650,0.01290138,0.02542490,0.00976909,0.01565581,0.03445414,0.02185500,0.01259914
adult,nb,platt,7,699,0.26752504,0.94134478,0.94420601,0.00286123,0.93280519,0.92796938,-0.00483581,0.91443850,0.89304813,-0.02139037,0.95117188,0.96289062,0.01171875,0.98366477,0.98322610,-0.00043867,0.96109162,0.96039101,-0.00070061,0.04536215,0.04272919,0.00263296,0.15953166,0.14430698,0.01522468,0.02496254,0.00819221,0.01677032,0.03404602,0.02048218,0.01356385
adult,nb,platt,8,699,0.26752504,0.93991416,0.94277539,0.00286123,0.93352586,0.92359835,-0.00992752,0.91978610,0.88235294,-0.03743316,0.94726562,0.96484375,0.01757812,0.98362299,0.98311121,-0.00051178,0.96011519,0.96009213,-0.00002306,0.04559292,0.04296134,0.00263158,0.16085856,0.14558414,0.01527442,0.02606654,0.00357650,0.02249004,0.03548729,0.01672528,0.01876201
adult,nb,platt,9,699,0.26752504,0.93991416,0.94706724,0.00715308,0.93352586,0.92992250,-0.00360336,0.91978610,0.89304813,-0.02673797,0.94726562,0.96679688,0.01953125,0.98373788,0.98330966,-0.00042823,0.96022804,0.95920517,-0.00102287,0.04486837,0.04310865,0.00175971,0.16084893,0.14593522,0.01491371,0.02483753,0.00723344,0.01760410,0.03521243,0.01794919,0.01726324
adult,nb,temperature,0,699,0.26752504,0.93848355,0.93848355,0.00000000,0.93085206,0.93085206,0.00000000,0.91443850,0.91443850,0.00000000,0.94726562,0.94726562,0.00000000,0.98207721,0.98222343,0.00014622,0.95656037,0.95699618,0.00043581,0.04710832,0.04636062,0.00074770,0.16807374,0.15533552,0.01273822,0.02769973,0.02427312,0.00342661,0.03428895,0.02427312,0.01001583
adult,nb,temperature,1,699,0.26752504,0.93848355,0.93848355,0.00000000,0.93254930,0.93254930,0.00000000,0.91978610,0.91978610,0.00000000,0.94531250,0.94531250,0.00000000,0.98298588,0.98256810,-0.00041778,0.95896791,0.95766695,-0.00130096,0.04743924,0.04663266,0.00080658,0.16508506,0.15520471,0.00988036,0.02960681,0.02388194,0.00572487,0.03076528,0.02388194,0.00688334
adult,nb,temperature,2,699,0.26752504,0.93419170,0.93419170,0.00000000,0.92792238,0.92792238,0.00000000,0.91443850,0.91443850,0.00000000,0.94140625,0.94140625,0.00000000,0.98270388,0.98257854,-0.00012533,0.95795862,0.95724537,-0.00071325,0.04773748,0.04702450,0.00071298,0.16606452,0.15538436,0.01068016,0.03125677,0.02438903,0.00686774,0.03222922,0.02587205,0.00635717
adult,nb,temperature,3,699,0.26752504,0.93991416,0.93991416,0.00000000,0.93182863,0.93182863,0.00000000,0.91443850,0.91443850,0.00000000,0.94921875,0.94921875,0.00000000,0.98350810,0.98338277,-0.00012533,0.96054846,0.95982736,-0.00072111,0.04542087,0.04472189,0.00069899,0.16148984,0.15007348,0.01141635,0.02276815,0.02267895,0.00008920,0.03072853,0.02403521,0.00669333
adult,nb,temperature,4,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93157274,0.93157274,0.00000000,0.91978610,0.91978610,0.00000000,0.94335938,0.94335938,0.00000000,0.98200409,0.98165943,-0.00034467,0.95687658,0.95524717,-0.00162941,0.04901577,0.04792597,0.00108980,0.17006486,0.15880826,0.01125660,0.03189839,0.02378998,0.00810841,0.03189839,0.02658549,0.00531290
adult,nb,temperature,5,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93326997,0.93326997,0.00000000,0.92513369,0.92513369,0.00000000,0.94140625,0.94140625,0.00000000,0.98256810,0.98151320,-0.00105490,0.95816634,0.95697480,-0.00119154,0.04612852,0.04583572,0.00029280,0.16641305,0.15683021,0.00958284,0.02900250,0.02179010,0.00721240,0.03408102,0.02974463,0.00433639
adult,nb,temperature,6,699,0.26752504,0.93562232,0.93562232,0.00000000,0.93059617,0.93059617,0.00000000,0.91978610,0.91978610,0.00000000,0.94140625,0.94140625,0.00000000,0.98359166,0.98260988,-0.00098178,0.96020357,0.95756436,-0.00263921,0.04619989,0.04570950,0.00049039,0.16087788,0.15389110,0.00698678,0.02542490,0.02305704,0.00236786,0.03445414,0.02310698,0.01134716
adult,nb,temperature,7,699,0.26752504,0.94134478,0.94134478,0.00000000,0.93280519,0.93280519,0.00000000,0.91443850,0.91443850,0.00000000,0.95117188,0.95117188,0.00000000,0.98366477,0.98368566,0.00002089,0.96109162,0.96128032,0.00018870,0.04536215,0.04444632,0.00091582,0.15953166,0.14885835,0.01067331,0.02496254,0.02365818,0.00130435,0.03404602,0.02365818,0.01038784
adult,nb,temperature,8,699,0.26752504,0.93991416,0.93991416,0.00000000,0.93352586,0.93352586,0.00000000,0.91978610,0.91978610,0.00000000,0.94726562,0.94726562,0.00000000,0.98362299,0.98347677,-0.00014622,0.96011519,0.96090747,0.00079228,0.04559292,0.04507820,0.00051472,0.16085856,0.14999843,0.01086013,0.02606654,0.02344734,0.00261919,0.03548729,0.02410267,0.01138463
adult,nb,temperature,9,699,0.26752504,0.93991416,0.93991416,0.00000000,0.93352586,0.93352586,0.00000000,0.91978610,0.91978610,0.00000000,0.94726562,0.94726562,0.00000000,0.98373788,0.98365433,-0.00008356,0.96022804,0.95993090,-0.00029714,0.04486837,0.04484590,0.00002247,0.16084893,0.15156754,0.00928139,0.02483753,0.02623341,-0.00139588,0.03521243,0.02634968,0.00886275
adult,nb,histbin,0,699,0.26752504,0.93848355,0.93419170,-0.00429185,0.93085206,0.91773897,-0.01311309,0.91443850,0.88235294,-0.03208556,0.94726562,0.95312500,0.00585938,0.98207721,0.95430523,-0.02777198,0.95656037,0.89051876,-0.06604161,0.04710832,0.04808597,-0.00097765,0.16807374,0.32008142,-0.15200768,0.02769973,0.00750697,0.02019275,0.03428895,0.01099542,0.02329353
adult,nb,histbin,1,699,0.26752504,0.93848355,0.93848355,0.00000000,0.93254930,0.92066866,-0.01188064,0.91978610,0.88235294,-0.03743316,0.94531250,0.95898438,0.01367188,0.98298588,0.93888912,-0.04409676,0.95896791,0.88380194,-0.07516598,0.04743924,0.05174383,-0.00430459,0.16508506,0.37652218,-0.21143711,0.02960681,0.01680148,0.01280533,0.03076528,0.02194375,0.00882153
adult,nb,histbin,2,699,0.26752504,0.93419170,0.92989986,-0.00429185,0.92792238,0.90971758,-0.01820480,0.91443850,0.86631016,-0.04812834,0.94140625,0.95312500,0.01171875,0.98270388,0.95389789,-0.02880598,0.95795862,0.88035217,-0.07760645,0.04773748,0.05100659,-0.00326911,0.16606452,0.28101810,-0.11495358,0.03125677,0.01216236,0.01909442,0.03222922,0.01216236,0.02006686
adult,nb,histbin,3,699,0.26752504,0.93991416,0.94420601,0.00429185,0.93182863,0.93136385,-0.00046478,0.91443850,0.90374332,-0.01069519,0.94921875,0.95898438,0.00976562,0.98350810,0.96307863,-0.02042948,0.96054846,0.92354461,-0.03700386,0.04542087,0.04346560,0.00195527,0.16148984,0.20922258,-0.04773274,0.02276815,0.00668446,0.01608369,0.03072853,0.00983117,0.02089737
adult,nb,histbin,4,699,0.26752504,0.93705293,0.93276109,-0.00429185,0.93157274,0.91167071,-0.01990203,0.91978610,0.86631016,-0.05347594,0.94335938,0.95703125,0.01367188,0.98200409,0.95919327,-0.02281083,0.95687658,0.89956754,-0.05730904,0.04901577,0.04949785,-0.00048208,0.17006486,0.18157396,-0.01150910,0.03189839,0.01648794,0.01541044,0.03189839,0.01816850,0.01372989
adult,nb,histbin,5,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93326997,0.92138933,-0.01188064,0.92513369,0.88770053,-0.03743316,0.94140625,0.95507812,0.01367188,0.98256810,0.93974035,-0.04282775,0.95816634,0.88855448,-0.06961187,0.04612852,0.04880088,-0.00267237,0.16641305,0.37502854,-0.20861548,0.02900250,0.01741592,0.01158658,0.03408102,0.02327200,0.01080902
adult,nb,histbin,6,699,0.26752504,0.93562232,0.93991416,0.00429185,0.93059617,0.93013139,-0.00046478,0.91978610,0.90909091,-0.01069519,0.94140625,0.95117188,0.00976562,0.98359166,0.94973053,-0.03386113,0.96020357,0.90555427,-0.05464930,0.04619989,0.04769603,-0.00149613,0.16087788,0.27330107,-0.11242318,0.02542490,0.00800368,0.01742122,0.03445414,0.01650514,0.01794900
adult,nb,histbin,7,699,0.26752504,0.94134478,0.94134478,0.00000000,0.93280519,0.92601625,-0.00678894,0.91443850,0.89304813,-0.02139037,0.95117188,0.95898438,0.00781250,0.98366477,0.93027762,-0.05338716,0.96109162,0.87811081,-0.08298081,0.04536215,0.04917501,-0.00381287,0.15953166,0.42383039,-0.26429874,0.02496254,0.01414515,0.01081738,0.03404602,0.01732935,0.01671667
adult,nb,histbin,8,699,0.26752504,0.93991416,0.92560801,-0.01430615,0.93352586,0.90169619,-0.03182967,0.91978610,0.85026738,-0.06951872,0.94726562,0.95312500,0.00585938,0.98362299,0.95040420,-0.03321879,0.96011519,0.90805237,-0.05206282,0.04559292,0.05073562,-0.00514270,0.16085856,0.23239096,-0.07153240,0.02606654,0.01731942,0.00874712,0.03548729,0.02078014,0.01470715
adult,nb,histbin,9,699,0.26752504,0.93991416,0.94134478,0.00143062,0.93352586,0.92431902,-0.00920684,0.91978610,0.88770053,-0.03208556,0.94726562,0.96093750,0.01367188,0.98373788,0.94927619,-0.03446169,0.96022804,0.88092563,-0.07930241,0.04486837,0.04547918,-0.00061081,0.16084893,0.26745901,-0.10661008,0.02483753,0.01034271,0.01449482,0.03521243,0.01120108,0.02401135
adult,nb,isotonic,0,699,0.26752504,0.93848355,0.93562232,-0.00286123,0.93085206,0.91532106,-0.01553100,0.91443850,0.87165775,-0.04278075,0.94726562,0.95898438,0.01171875,0.98207721,0.98022330,-0.00185390,0.95656037,0.94725710,-0.00930327,0.04710832,0.04651399,0.00059432,0.16807374,0.19758385,-0.02951011,0.02769973,0.01119694,0.01650278,0.03428895,0.02043939,0.01384956
adult,nb,isotonic,1,699,0.26752504,0.93848355,0.93133047,-0.00715308,0.93254930,0.92257478,-0.00997452,0.91978610,0.90374332,-0.01604278,0.94531250,0.94140625,-0.00390625,0.98298588,0.98015541,-0.00283046,0.95896791,0.94623233,-0.01273558,0.04743924,0.04822007,-0.00078083,0.16508506,0.20302005,-0.03793499,0.02960681,0.01407943,0.01552738,0.03076528,0.02352261,0.00724267
adult,nb,isotonic,2,699,0.26752504,0.93419170,0.93991416,0.00572246,0.92792238,0.91994799,-0.00797439,0.91443850,0.87700535,-0.03743316,0.94140625,0.96289062,0.02148438,0.98270388,0.97881329,-0.00389058,0.95795862,0.94551288,-0.01244574,0.04773748,0.04690218,0.00083531,0.16606452,0.24522997,-0.07916545,0.03125677,0.01315480,0.01810198,0.03222922,0.01883020,0.01339902
adult,nb,isotonic,3,699,0.26752504,0.93991416,0.94420601,0.00429185,0.93182863,0.92796938,-0.00385925,0.91443850,0.89304813,-0.02139037,0.94921875,0.96289062,0.01367188,0.98350810,0.98023375,-0.00327436,0.96054846,0.95003636,-0.01051210,0.04542087,0.04386920,0.00155167,0.16148984,0.23564302,-0.07415318,0.02276815,0.01128537,0.01148278,0.03072853,0.01789187,0.01283667
adult,nb,isotonic,4,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93157274,0.91969210,-0.01188064,0.91978610,0.88235294,-0.03743316,0.94335938,0.95703125,0.01367188,0.98200409,0.97782106,-0.00418303,0.95687658,0.94417942,-0.01269716,0.04901577,0.04644760,0.00256816,0.17006486,0.24562065,-0.07555579,0.03189839,0.01208271,0.01981568,0.03189839,0.02241044,0.00948795
adult,nb,isotonic,5,699,0.26752504,0.93705293,0.93991416,0.00286123,0.93326997,0.92673692,-0.00653305,0.92513369,0.89839572,-0.02673797,0.94140625,0.95507812,0.01367188,0.98256810,0.97643717,-0.00613093,0.95816634,0.93856416,-0.01960218,0.04612852,0.04626645,-0.00013794,0.16641305,0.29800056,-0.13158751,0.02900250,0.00767659,0.02132592,0.03408102,0.02864027,0.00544076
adult,nb,isotonic,6,699,0.26752504,0.93562232,0.94277539,0.00715308,0.93059617,0.92699281,-0.00360336,0.91978610,0.89304813,-0.02673797,0.94140625,0.96093750,0.01953125,0.98359166,0.97981075,-0.00378092,0.96020357,0.94088488,-0.01931868,0.04619989,0.04583263,0.00036726,0.16087788,0.24536305,-0.08448517,0.02542490,0.00555790,0.01986700,0.03445414,0.02357545,0.01087869
adult,nb,isotonic,7,699,0.26752504,0.94134478,0.94420601,0.00286123,0.93280519,0.93136385,-0.00144134,0.91443850,0.90374332,-0.01069519,0.95117188,0.95898438,0.00781250,0.98366477,0.97916841,-0.00449637,0.96109162,0.94624963,-0.01484198,0.04536215,0.04490190,0.00046025,0.15953166,0.19534872,-0.03581706,0.02496254,0.01460660,0.01035594,0.03404602,0.02719912,0.00684690
adult,nb,isotonic,8,699,0.26752504,0.93991416,0.93848355,-0.00143062,0.93352586,0.92066866,-0.01285720,0.91978610,0.88235294,-0.03743316,0.94726562,0.95898438,0.01171875,0.98362299,0.97799340,-0.00562960,0.96011519,0.94455999,-0.01555520,0.04559292,0.04585097,-0.00025805,0.16085856,0.24228383,-0.08142527,0.02606654,0.00745451,0.01861203,0.03548729,0.01966436,0.01582293
adult,nb,isotonic,9,699,0.26752504,0.93991416,0.94706724,0.00715308,0.93352586,0.92992250,-0.00360336,0.91978610,0.89304813,-0.02673797,0.94726562,0.96679688,0.01953125,0.98373788,0.98048442,-0.00325347,0.96022804,0.94150400,-0.01872404,0.04486837,0.04445867,0.00040970,0.16084893,0.24010293,-0.07925400,0.02483753,0.00599965,0.01883788,0.03521243,0.01892001,0.01629242
adult,nb,beta,0,699,0.26752504,0.93848355,0.93419170,-0.00429185,0.93085206,0.91604174,-0.01481033,0.91443850,0.87700535,-0.03743316,0.94726562,0.95507812,0.00781250,0.98207721,0.98197276,-0.00010445,0.95656037,0.95662764,0.00006727,0.04710832,0.04416518,0.00294314,0.16807374,0.14930777,0.01876597,0.02769973,0.00743733,0.02026239,0.03428895,0.02439725,0.00989170
adult,nb,beta,1,699,0.26752504,0.93848355,0.93276109,-0.00572246,0.93254930,0.90827624,-0.02427306,0.91978610,0.85561497,-0.06417112,0.94531250,0.96093750,0.01562500,0.98298588,0.98224432,-0.00074156,0.95896791,0.95632036,-0.00264755,0.04743924,0.04517505,0.00226419,0.16508506,0.15059445,0.01449062,0.02960681,0.00557071,0.02403609,0.03076528,0.01707921,0.01368607
adult,nb,beta,2,699,0.26752504,0.93419170,0.93705293,0.00286123,0.92792238,0.91290316,-0.01501922,0.91443850,0.86096257,-0.05347594,0.94140625,0.96484375,0.02343750,0.98270388,0.98194143,-0.00076245,0.95795862,0.95449162,-0.00346700,0.04773748,0.04527525,0.00246223,0.16606452,0.15152795,0.01453657,0.03125677,0.00876150,0.02249527,0.03222922,0.01732921,0.01490001
adult,nb,beta,3,699,0.26752504,0.93991416,0.94563662,0.00572246,0.93182863,0.93064317,-0.00118545,0.91443850,0.89839572,-0.01604278,0.94921875,0.96289062,0.01367188,0.98350810,0.98312166,-0.00038645,0.96054846,0.95947226,-0.00107621,0.04542087,0.04289163,0.00252924,0.16148984,0.14533187,0.01615797,0.02276815,0.00160985,0.02115829,0.03072853,0.01438052,0.01634801
adult,nb,beta,4,699,0.26752504,0.93705293,0.93705293,0.00000000,0.93157274,0.91799486,-0.01357787,0.91978610,0.87700535,-0.04278075,0.94335938,0.95898438,0.01562500,0.98200409,0.98127298,-0.00073112,0.95687658,0.95448871,-0.00238787,0.04901577,0.04562677,0.00338900,0.17006486,0.15328474,0.01678012,0.03189839,0.00328728,0.02861111,0.03189839,0.01164888,0.02024951
adult,nb,beta,5,699,0.26752504,0.93705293,0.94134478,0.00429185,0.93326997,0.92262178,-0.01064819,0.92513369,0.88235294,-0.04278075,0.94140625,0.96289062,0.02148438,0.98256810,0.97959141,-0.00297669,0.95816634,0.95507324,-0.00309310,0.04612852,0.04376567,0.00236285,0.16641305,0.15620030,0.01021275,0.02900250,0.00462667,0.02437584,0.03408102,0.01903118,0.01504984
adult,nb,beta,6,699,0.26752504,0.93562232,0.94277539,0.00715308,0.93059617,0.92359835,-0.00699783,0.91978610,0.88235294,-0.03743316,0.94140625,0.96484375,0.02343750,0.98359166,0.98249499,-0.00109667,0.96020357,0.95652617,-0.00367740,0.04619989,0.04358249,0.00261740,0.16087788,0.14807033,0.01280756,0.02542490,0.00919658,0.01622832,0.03445414,0.02132287,0.01313127
adult,nb,beta,7,699,0.26752504,0.94134478,0.94134478,0.00000000,0.93280519,0.92601625,-0.00678894,0.91443850,0.89304813,-0.02139037,0.95117188,0.95898438,0.00781250,0.98366477,0.98252632,-0.00113845,0.96109162,0.95740807,-0.00368355,0.04536215,0.04316916,0.00219298,0.15953166,0.14690671,0.01262495,0.02496254,0.00771557,0.01724697,0.03404602,0.01917076,0.01487527
adult,nb,beta,8,699,0.26752504,0.93991416,0.93991416,0.00000000,0.93352586,0.91994799,-0.01357787,0.91978610,0.87700535,-0.04278075,0.94726562,0.96289062,0.01562500,0.98362299,0.98286054,-0.00076245,0.96011519,0.95948989,-0.00062530,0.04559292,0.04306570,0.00252722,0.16085856,0.14653355,0.01432501,0.02606654,0.00249233,0.02357421,0.03548729,0.01432574,0.02116155
